-0.137361	0.142347	-0.176346	-0.209201	0.041638	-0.080736	0.178058	0.165041	0.128726	0.074764	-0.372876	-0.050024	-0.106738	-0.280351	0.100234	-0.069940	-0.069375	0.035246	-0.068730	-0.001860	0.022638	-0.062989	-0.022400	-0.277929	0.020631	-0.207494	-0.090475	0.178903	0.232680	-0.423909	0.250077	-0.195507	0.023368	-0.146777	0.273012	0.021994	0.307085	0.250128	0.346693	-0.157115	-0.503211	-0.151279	0.089464	-0.230178	-0.075901	-0.026713	-0.226284	-0.097674	0.241757	0.149309	
0.206380	-0.059904	-0.228716	-0.377320	-0.205996	-0.212548	0.353717	-0.218978	-0.282210	0.227291	-0.450256	-0.409557	0.142686	-0.171095	0.072011	-0.189789	0.115783	0.527965	-0.254325	0.555596	-0.365499	0.094571	0.600849	-0.119794	-0.026702	0.186141	0.019581	-0.169535	0.323859	-0.063332	0.052520	-0.558644	0.078185	0.076465	0.390422	-0.409439	0.302554	-0.334833	0.691583	-0.503269	-0.128906	0.174653	-0.224047	-0.169929	0.002062	-0.219015	-0.342409	0.121766	0.296479	-0.369897	
-0.629515	-0.218578	-0.100241	0.110845	0.081143	0.356709	0.096498	-0.359457	-0.052145	0.186291	-0.711782	-0.065382	0.184579	0.087107	0.145586	0.038790	0.088255	0.006148	-0.099732	0.008064	-0.319529	-0.266322	0.102517	-0.730194	0.067336	-0.083269	0.297597	0.051702	0.487031	0.061241	0.056929	-0.199822	0.242695	0.060734	0.310012	0.267795	-0.049840	-0.297744	0.180824	-0.970993	-0.216817	-0.420065	0.301189	-0.488602	0.093916	-0.146157	-0.142831	-0.287609	0.472680	-0.039966	
-0.421102	-0.133304	-0.442677	0.381548	0.747158	0.503743	-0.219916	0.135876	-0.345348	-0.100808	-0.690101	0.697275	0.168252	0.051603	0.393677	0.380426	-0.471079	0.683354	0.407009	-0.010696	-0.155086	0.266911	0.487723	-0.219289	-0.218678	0.649807	-0.057453	-0.351627	-0.103890	-0.619905	0.965108	-0.053632	0.302614	0.885220	1.060075	0.206924	-0.442342	1.053986	0.536803	0.241817	-0.084622	0.234206	-0.358895	-0.286169	0.216340	-0.583364	0.006917	-0.177413	0.457762	-0.143936	
0.134154	-0.041809	-0.159165	-0.258508	-0.155256	-0.146847	0.232180	-0.146519	-0.191733	0.150189	-0.300742	-0.275469	0.109570	-0.140485	0.050844	-0.124316	0.089742	0.370120	-0.173979	0.364059	-0.245360	0.070535	0.405597	-0.082385	-0.010966	0.122651	0.014035	-0.109547	0.212377	-0.046850	0.026391	-0.372311	0.057788	0.044501	0.234660	-0.269078	0.212127	-0.226507	0.472427	-0.341549	-0.092855	0.118154	-0.133558	-0.120398	-0.001871	-0.143246	-0.237736	0.076579	0.194719	-0.243400	
-0.174423	-0.151712	-0.160481	-0.026558	0.119438	0.259074	0.275788	-0.276086	-0.312712	-0.160865	-0.360335	-0.237125	0.049590	0.016111	0.006136	0.016025	0.043538	0.107611	-0.144404	0.093573	-0.127394	-0.142944	-0.094095	-0.096819	-0.083995	0.100498	0.143378	-0.157275	0.098417	-0.099003	-0.085973	-0.155870	0.327101	-0.014589	-0.044395	0.148307	-0.236221	0.182269	0.087584	-0.485398	-0.211470	-0.162442	0.254300	-0.127046	-0.063607	-0.072984	-0.080735	-0.301345	0.043709	0.220153	
0.227752	-0.265071	-0.115636	-0.439443	-0.317357	0.163159	0.574205	-0.034183	-0.319829	-0.198732	-0.684212	-0.508814	0.151223	-0.395301	0.023736	0.037226	0.051870	0.651667	-0.411156	0.153611	0.168251	0.366060	0.534998	-0.394286	0.165183	0.446080	-0.378159	0.275457	0.147715	-1.203494	-0.227733	-0.690345	0.159661	0.372905	0.064697	-0.273151	0.266930	0.358767	0.347261	-0.241875	-0.738838	0.086324	0.398093	-0.324972	-0.111472	0.173511	-0.596016	0.120297	0.382600	0.562977	
0.170482	-0.600597	0.319093	0.089554	-0.396063	0.496580	0.066189	-0.415170	-0.227927	-0.095871	0.157034	0.423055	-0.351366	0.188178	0.175427	-0.048543	-0.153783	-0.008228	-0.389747	0.172004	-0.537005	-0.585533	0.032809	-0.700205	0.091582	0.492712	0.062791	0.510639	0.223497	-0.418649	0.259572	-0.462614	0.394680	0.056874	0.624257	-0.525451	0.124672	0.247806	0.380536	0.387356	-0.021811	0.060079	0.655902	-0.430326	0.055855	-0.268396	-0.554296	0.672379	0.009882	0.507119	
-0.300790	-1.392893	0.858795	-0.703283	-0.473533	0.422890	-0.165206	-0.757804	0.706758	0.541282	-0.038868	0.717828	-0.152610	0.379595	1.144169	0.158779	-0.392941	0.494986	-0.543498	-0.559505	0.028730	0.081745	0.395922	-1.154566	-0.190871	-0.024674	0.182874	1.663087	-0.805364	-1.262913	-0.073758	-0.861281	-0.230780	0.260124	0.480621	-1.028674	0.721081	0.095511	0.835540	1.042037	-0.488613	-0.576043	0.181839	-0.256560	1.071355	-0.856015	-1.104753	-0.179097	-0.056071	1.066496	
-0.035896	-0.239957	-0.172379	-0.392882	-0.254814	0.205981	-0.035703	0.007068	-0.212580	0.364860	-0.607229	0.213429	-0.225181	-0.360892	-0.045353	0.145437	-0.575794	0.617529	-0.957333	0.279729	-0.780223	-0.031298	0.518190	-0.409942	-0.677032	0.077555	0.171891	0.192085	0.036122	-1.252092	0.456392	-0.417528	0.000412	0.051101	0.547709	0.163540	0.201384	-0.579287	0.592272	-0.271719	-0.669094	0.101277	-0.211524	-0.754782	0.627903	0.147082	-0.737433	-0.153059	0.408655	-0.830032	
-0.039097	-0.073021	-0.235558	-0.024374	-0.018754	0.089993	0.167634	-0.133941	-0.031993	-0.035344	-0.373372	-0.167652	-0.018756	0.083888	0.021841	-0.227867	-0.059668	0.181291	-0.054240	0.016053	0.018678	-0.109833	-0.117298	0.066566	-0.226062	0.173560	0.146414	0.219700	0.261849	-0.115501	0.110477	-0.172867	0.030876	-0.069130	0.097374	0.254129	0.066458	0.262409	0.029598	-0.172845	-0.138587	0.053508	0.140795	-0.255241	-0.044971	0.079652	-0.122665	0.005012	0.140853	0.290361	
0.144889	-0.212270	0.162309	-0.103472	-0.158238	0.027535	0.754673	-0.532391	0.458640	-0.123373	-0.555012	-0.145046	-0.759700	0.222031	-0.238358	-0.138350	-0.222508	0.013779	-0.039801	0.856352	-0.123269	-0.094170	0.363553	-0.243785	-0.393412	0.318728	0.284478	-0.060757	0.285117	-0.287374	0.308315	-0.255526	0.042984	0.726133	0.993550	-0.323719	-0.139493	-0.318961	0.405615	-0.621869	-0.286453	0.288418	-0.451158	-0.465211	0.038462	-0.051224	0.104918	-0.070379	0.033566	-0.379593	
-0.503236	0.195089	-0.157703	-0.370916	0.001043	0.273495	0.178508	-0.207811	-0.104630	0.017885	-0.466184	-0.112103	-0.098307	0.355270	0.333455	-0.101630	0.001557	0.223981	-0.233354	-0.163060	-0.268576	-0.171229	-0.002324	-0.333189	0.123594	-0.167028	-0.076280	0.192577	0.163201	-0.305029	0.186954	-0.210172	-0.153815	-0.151842	0.207353	0.018084	0.184376	0.008869	0.021036	-0.282283	-0.178378	0.220628	-0.203400	0.108258	-0.013235	0.071767	-0.241012	-0.461442	0.259339	0.055292	
-0.010243	0.032103	0.031308	-0.228118	-0.118440	0.063271	-0.007997	0.038420	0.397053	-0.092920	-0.485520	0.279444	-0.171986	-0.124507	0.446477	-0.157304	0.061179	0.088814	-0.013888	0.261963	-0.043894	0.196340	-0.347690	-0.512450	-0.183888	-0.041325	-0.191718	-0.000388	-0.052413	-0.389304	0.191561	-0.299218	0.172351	-0.221442	0.386363	-0.192499	0.246146	0.183344	0.204159	-0.193605	-0.405017	-0.083175	0.153950	-0.059369	0.005039	0.270961	-0.059272	-0.401747	-0.149420	0.315700	
0.046714	0.042829	-0.117585	0.555335	0.529959	-0.060497	-0.123342	-0.449971	-0.134413	-0.251415	0.172318	0.079212	0.175617	0.801317	0.501753	-0.188066	0.180649	-0.005863	0.006482	0.122895	-0.383344	-0.698887	-0.567790	0.333389	0.323057	-0.566079	-0.045128	-0.356442	0.176270	0.489665	-0.105542	0.226147	0.571907	0.107702	0.306429	0.112055	-0.157686	0.381944	0.122920	-0.583760	0.342975	0.318447	-0.045670	-0.339770	-0.424654	0.074504	0.689144	-0.342558	0.325626	-0.154459	
-0.194959	0.007330	-0.164238	0.011750	0.098698	-0.121470	0.052949	0.013370	-0.145818	-0.015069	-0.102447	0.037548	-0.001630	0.103547	-0.073845	-0.038346	0.018755	0.048582	-0.047594	0.096056	0.000974	-0.045023	-0.122887	0.052073	-0.080950	0.054981	0.009678	-0.081222	0.008009	0.155124	0.110421	-0.025874	-0.047633	0.074986	0.019604	0.161846	-0.045807	-0.000865	-0.016566	-0.032693	-0.093222	0.046915	0.080855	0.030656	-0.074377	-0.055175	0.070399	0.095922	0.022148	-0.083550	
-0.084063	-0.017426	0.028960	0.061597	0.040415	0.124868	-0.032343	-0.136256	0.269766	-0.008907	0.033503	0.259787	-0.184198	0.254811	-0.123735	0.259921	-0.181862	-0.079050	0.163088	-0.092123	-0.090199	-0.009030	0.174161	-0.442130	0.106452	-0.031204	0.089876	-0.166437	0.104386	-0.042589	0.196348	0.019567	0.186147	0.064858	0.150929	0.065201	0.145480	-0.054668	-0.040274	0.076440	-0.117732	-0.106264	-0.093009	-0.005570	0.147988	0.226464	0.003536	-0.267002	-0.153680	-0.024546	
0.114699	-0.027401	-0.150125	-0.104004	-0.019313	0.105274	0.021506	-0.183050	0.013849	0.111681	-0.034421	0.142187	-0.134507	0.136454	0.170777	0.121177	-0.242079	-0.175532	0.194764	-0.001407	-0.188545	0.091078	0.140916	-0.322906	0.048762	0.059661	0.143071	-0.072809	0.098439	0.166576	0.091163	0.029586	0.064389	-0.040937	0.035355	-0.104055	0.072284	0.125070	-0.123564	-0.090584	-0.107022	0.107565	-0.101820	-0.182285	0.050561	-0.245727	0.089719	-0.068117	-0.010942	-0.073066	
0.100778	-0.036779	0.249937	-0.958279	-1.224872	-0.203139	0.127717	0.889507	0.282669	0.704974	0.155567	-0.113330	-0.158475	-1.346893	-0.556727	0.158703	-0.331024	0.174878	-0.065242	-0.224514	0.690343	1.269970	1.029804	-0.559369	-0.393552	0.554370	-0.416384	0.946944	-0.231639	-1.034382	-0.440846	-0.364515	-0.988224	-0.231117	-0.584793	-0.321684	0.294699	-0.843133	-0.126537	1.382828	-0.282973	-0.244271	-0.112122	0.449200	0.709755	0.009599	-0.979661	0.652042	-0.545890	0.049595	
-0.134280	-0.184734	-0.156960	-0.130270	-0.273738	-0.099243	0.113286	0.028480	0.114012	0.434633	0.161937	0.667788	-0.290627	0.303785	0.050101	0.039725	-0.543202	-0.238118	-0.031111	-0.349257	-0.092975	0.069357	0.202307	-0.615095	-0.051819	-0.366195	0.192555	0.026582	0.096394	-0.295330	0.282029	0.083045	-0.204618	-0.085874	0.448513	-0.130838	0.227350	0.031669	0.312832	0.095156	-0.335227	-0.189464	0.021319	0.052607	0.433195	-0.350214	-0.135526	0.175661	-0.031503	-0.207593	
